sample,SanDisk Extreme 900 480GB Portable SSD SDSSDEX2-480G-G25,"

RM1,560.62 
            
–

"
sample,Active Mode Short Adapter Cable DisplayPort DP Male to DVI Female Converter 24+5 DVI Female for Apple MacBook iMac to DVI Display Support ATI Eyefinity Multi-Screen Display OEM,"

RM59.63 
            
–

"
sample,Active Mode Short Adapter Cable Mini DisplayPort Mini DP Thunderbolt Male to DVI Female Converter 24+5 DVI Female for MacBook Pro Air to DVI Display ATI Eyefinity Multi-Screen OEM,"

RM59.09 
            
–

"
sample,Active Mode Short Adapter Cable Mini DisplayPort Mini DP Thunderbolt Male to HDMI Female Converter for MacBook Pro Air Mini iMac to HDMI Display Ultra HD 4K 3D Support ATI Eyefinity Multi-Screen OEM,"

RM53.04 
            
–

"
sample,4XEM Graphic Adapter - USB 3.0,"

RM189.99 
            
–

"
sample,Intel BX80684I79700K Desktop Processor 8 Cores up to 4.9 GHz Turbo Unlocked LGA1151 300 Series 95W + HP 2YY45AA#ABC EX920 M.2 256GB PCIe 3.1 X4 Nvme 3D TLC NAND Internal Solid State Drive (SSD) Max 32,"

RM1,887.66 
            
–

"
sample,Active Mode Short Adapter Cable DisplayPort DP Male to VGA Female Converter for Apple MacBook iMac to VGA Display 1080P Support ATI Eyefinity Multi-Screen Display OEM,"

RM91.02 
            
–

"
sample,Ultra HD 4K DP DisplayPort Male to HDMI Female Converter Adapter Connector for Mac PC DP DisplayPort Graphic Card,"

RM79.78 
            
–

"
